id,name,height,weight,base_experience,types,abilities,stats_hp,stats_attack,stats_defense,stats_special_attack,stats_special_defense,stats_speed
966,revavroom,18,1200,175,"steel, poison","overcoat, filter",80,119,90,54,67,90
967,cyclizar,16,630,175,"dragon, normal","shed-skin, regenerator",70,95,65,85,65,121
968,orthworm,25,3100,240,steel,"earth-eater, sand-veil",70,85,145,60,55,65
969,glimmet,7,80,70,"rock, poison","toxic-debris, corrosion",48,35,42,105,60,60
970,glimmora,15,450,184,"rock, poison","toxic-debris, corrosion",83,55,90,130,81,86
971,greavard,6,350,58,ghost,"pickup, fluffy",50,61,60,30,55,34
972,houndstone,20,150,171,ghost,"sand-rush, fluffy",72,101,100,50,97,68
973,flamigo,16,370,175,"flying, fighting","scrappy, tangled-feet, costar",82,115,74,75,64,90
974,cetoddle,12,450,67,ice,"thick-fat, snow-cloak, sheer-force",108,68,45,30,40,43
975,cetitan,45,7000,182,ice,"thick-fat, slush-rush, sheer-force",170,113,65,45,55,73
976,veluza,25,900,167,"water, psychic","mold-breaker, sharpness",90,102,73,78,65,70
977,dondozo,120,2200,265,water,"unaware, oblivious, water-veil",150,100,115,65,65,35
978,tatsugiri-curly,3,80,166,"dragon, water","commander, storm-drain",68,50,60,120,95,82
979,annihilape,12,560,268,"fighting, ghost","vital-spirit, inner-focus, defiant",110,115,80,50,90,90
980,clodsire,18,2230,151,"poison, ground","poison-point, water-absorb, unaware",130,75,60,45,100,20
981,farigiraf,32,1600,260,"normal, psychic","cud-chew, armor-tail, sap-sipper",120,90,70,110,70,60
982,dudunsparce-two-segment,36,392,182,normal,"serene-grace, run-away, rattled",125,100,80,85,75,55
983,kingambit,20,1200,275,"dark, steel","defiant, supreme-overlord, pressure",100,135,120,60,85,50
984,great-tusk,22,3200,285,"ground, fighting",protosynthesis,115,131,131,53,53,87
985,scream-tail,12,80,285,"fairy, psychic",protosynthesis,115,65,99,65,115,111
986,brute-bonnet,12,210,285,"grass, dark",protosynthesis,111,127,99,79,99,55
987,flutter-mane,14,40,285,"ghost, fairy",protosynthesis,55,55,55,135,135,135
988,slither-wing,32,920,285,"bug, fighting",protosynthesis,85,135,79,85,105,81
989,sandy-shocks,23,600,285,"electric, ground",protosynthesis,85,81,97,121,85,101
990,iron-treads,9,2400,285,"ground, steel",quark-drive,90,112,120,72,70,106
991,iron-bundle,6,110,285,"ice, water",quark-drive,56,80,114,124,60,136
992,iron-hands,18,3807,285,"fighting, electric",quark-drive,154,140,108,50,68,50
993,iron-jugulis,13,1110,285,"dark, flying",quark-drive,94,80,86,122,80,108
994,iron-moth,12,360,285,"fire, poison",quark-drive,80,70,60,140,110,110
995,iron-thorns,16,3030,285,"rock, electric",quark-drive,100,134,110,70,84,72
996,frigibax,5,170,64,"dragon, ice","thermal-exchange, ice-body",65,75,45,35,45,55
997,arctibax,8,300,148,"dragon, ice","thermal-exchange, ice-body",90,95,66,45,65,62
998,baxcalibur,21,2100,300,"dragon, ice","thermal-exchange, ice-body",115,145,92,75,86,87
999,gimmighoul,3,50,60,ghost,rattled,45,30,70,75,70,10
1000,gholdengo,12,300,275,"steel, ghost",good-as-gold,87,60,95,133,91,84
1001,wo-chien,15,742,285,"dark, grass",tablets-of-ruin,85,85,100,95,135,70
1002,chien-pao,19,1522,285,"dark, ice",sword-of-ruin,80,120,80,90,65,135
1003,ting-lu,27,6997,285,"dark, ground",vessel-of-ruin,155,110,125,55,80,45
1004,chi-yu,4,49,285,"dark, fire",beads-of-ruin,55,80,80,135,120,100
1005,roaring-moon,20,3800,295,"dragon, dark",protosynthesis,105,139,71,55,101,119
1006,iron-valiant,14,350,295,"fairy, fighting",quark-drive,74,130,90,120,60,116
1007,koraidon,25,3030,335,"fighting, dragon",orichalcum-pulse,100,135,115,85,100,135
1008,miraidon,35,2400,335,"electric, dragon",hadron-engine,100,85,100,135,115,135
1009,walking-wake,35,2800,295,"water, dragon",protosynthesis,99,83,91,125,83,109
1010,iron-leaves,15,1250,295,"grass, psychic",quark-drive,90,130,88,70,108,104
1011,dipplin,4,97,170,"grass, dragon","supersweet-syrup, gluttony, sticky-hold",80,80,110,95,80,40
1012,poltchageist,1,11,62,"grass, ghost","hospitality, heatproof",40,45,45,74,54,50
1013,sinistcha,2,22,178,"grass, ghost","hospitality, heatproof",71,60,106,121,80,70
1014,okidogi,18,922,278,"poison, fighting","toxic-chain, guard-dog",88,128,115,58,86,80
1015,munkidori,10,122,278,"poison, psychic","toxic-chain, frisk",88,75,66,130,90,106
1016,fezandipiti,14,301,278,"poison, fairy","toxic-chain, technician",88,91,82,70,125,99
1017,ogerpon,12,398,275,grass,defiant,80,120,84,60,96,110
1018,archaludon,20,600,300,"steel, dragon","stamina, sturdy, stalwart",90,105,130,125,65,85
1019,hydrapple,18,930,270,"grass, dragon","supersweet-syrup, regenerator, sticky-hold",106,80,110,120,80,44
1020,gouging-fire,35,5900,295,"fire, dragon",protosynthesis,105,115,121,65,93,91
1021,raging-bolt,52,4800,295,"electric, dragon",protosynthesis,125,73,91,137,89,75
1022,iron-boulder,15,1625,295,"rock, psychic",quark-drive,90,120,80,68,108,124
1023,iron-crown,16,1560,295,"steel, psychic",quark-drive,90,72,100,122,108,98
1024,terapagos,2,65,90,normal,tera-shift,90,65,85,65,85,60
1025,pecharunt,3,3,300,"poison, ghost",poison-puppeteer,88,88,160,88,88,88
10001,deoxys-attack,17,608,270,psychic,pressure,50,180,20,180,20,150
10002,deoxys-defense,17,608,270,psychic,pressure,50,70,160,70,160,90
10003,deoxys-speed,17,608,270,psychic,pressure,50,95,90,95,90,180
10004,wormadam-sandy,5,65,148,"bug, ground","anticipation, overcoat",60,79,105,59,85,36
10005,wormadam-trash,5,65,148,"bug, steel","anticipation, overcoat",60,69,95,69,95,36
10006,shaymin-sky,4,52,270,"grass, flying",serene-grace,100,103,75,120,75,127
10007,giratina-origin,69,6500,340,"ghost, dragon",levitate,150,120,100,120,100,90
10008,rotom-heat,3,3,182,"electric, fire",levitate,50,65,107,105,107,86
10009,rotom-wash,3,3,182,"electric, water",levitate,50,65,107,105,107,86
10010,rotom-frost,3,3,182,"electric, ice",levitate,50,65,107,105,107,86
10011,rotom-fan,3,3,182,"electric, flying",levitate,50,65,107,105,107,86
10012,rotom-mow,3,3,182,"electric, grass",levitate,50,65,107,105,107,86
10013,castform-sunny,3,8,147,fire,forecast,70,70,70,70,70,70
10014,castform-rainy,3,8,147,water,forecast,70,70,70,70,70,70
10015,castform-snowy,3,8,147,ice,forecast,70,70,70,70,70,70
10016,basculin-blue-striped,10,180,161,water,"rock-head, adaptability, mold-breaker",70,92,65,80,55,98
10017,darmanitan-zen,13,929,189,"fire, psychic","sheer-force, zen-mode",105,30,105,140,105,55
10018,meloetta-pirouette,6,65,270,"normal, fighting",serene-grace,100,128,90,77,77,128
10019,tornadus-therian,14,630,290,flying,regenerator,79,100,80,110,90,121
10020,thundurus-therian,30,610,290,"electric, flying",volt-absorb,79,105,70,145,80,101
10021,landorus-therian,13,680,300,"ground, flying",intimidate,89,145,90,105,80,91
10022,kyurem-black,33,3250,350,"dragon, ice",teravolt,125,170,100,120,90,95
10023,kyurem-white,36,3250,350,"dragon, ice",turboblaze,125,120,90,170,100,95
10024,keldeo-resolute,14,485,290,"water, fighting",justified,91,72,90,129,90,108
10025,meowstic-female,6,85,163,psychic,"keen-eye, infiltrator, competitive",74,48,76,83,81,104
10026,aegislash-blade,17,530,250,"steel, ghost",stance-change,60,140,50,140,50,60
10027,pumpkaboo-small,3,35,67,"ghost, grass","pickup, frisk, insomnia",44,66,70,44,55,56
10028,pumpkaboo-large,5,75,67,"ghost, grass","pickup, frisk, insomnia",54,66,70,44,55,46
10029,pumpkaboo-super,8,150,67,"ghost, grass","pickup, frisk, insomnia",59,66,70,44,55,41
10030,gourgeist-small,7,95,173,"ghost, grass","pickup, frisk, insomnia",55,85,122,58,75,99
10031,gourgeist-large,11,140,173,"ghost, grass","pickup, frisk, insomnia",75,95,122,58,75,69
10032,gourgeist-super,17,390,173,"ghost, grass","pickup, frisk, insomnia",85,100,122,58,75,54
10033,venusaur-mega,24,1555,281,"grass, poison",thick-fat,80,100,123,122,120,80
10034,charizard-mega-x,17,1105,285,"fire, dragon",tough-claws,78,130,111,130,85,100
10035,charizard-mega-y,17,1005,285,"fire, flying",drought,78,104,78,159,115,100
10036,blastoise-mega,16,1011,284,water,mega-launcher,79,103,120,135,115,78
10037,alakazam-mega,12,480,270,psychic,trace,55,50,65,175,105,150
10038,gengar-mega,14,405,270,"ghost, poison",shadow-tag,60,65,80,170,95,130
10039,kangaskhan-mega,22,1000,207,normal,parental-bond,105,125,100,60,100,100
10040,pinsir-mega,17,590,210,"bug, flying",aerilate,65,155,120,65,90,105
10041,gyarados-mega,65,3050,224,"water, dark",mold-breaker,95,155,109,70,130,81
10042,aerodactyl-mega,21,790,215,"rock, flying",tough-claws,80,135,85,70,95,150
10043,mewtwo-mega-x,23,1270,351,"psychic, fighting",steadfast,106,190,100,154,100,130
10044,mewtwo-mega-y,15,330,351,psychic,insomnia,106,150,70,194,120,140
10045,ampharos-mega,14,615,275,"electric, dragon",mold-breaker,90,95,105,165,110,45
10046,scizor-mega,20,1250,210,"bug, steel",technician,70,150,140,65,100,75
10047,heracross-mega,17,625,210,"bug, fighting",skill-link,80,185,115,40,105,75
10048,houndoom-mega,19,495,210,"dark, fire",solar-power,75,90,90,140,90,115
10049,tyranitar-mega,25,2550,315,"rock, dark",sand-stream,100,164,150,95,120,71
10050,blaziken-mega,19,520,284,"fire, fighting",speed-boost,80,160,80,130,80,100
10051,gardevoir-mega,16,484,278,"psychic, fairy",pixilate,68,85,65,165,135,100
10052,mawile-mega,10,235,168,"steel, fairy",huge-power,50,105,125,55,95,50
10053,aggron-mega,22,3950,284,steel,filter,70,140,230,60,80,50
10054,medicham-mega,13,315,179,"fighting, psychic",pure-power,60,100,85,80,85,100
10055,manectric-mega,18,440,201,electric,intimidate,70,75,80,135,80,135
10056,banette-mega,12,130,194,ghost,prankster,64,165,75,93,83,75
10057,absol-mega,12,490,198,dark,magic-bounce,65,150,60,115,60,115
10058,garchomp-mega,19,950,315,"dragon, ground",sand-force,108,170,115,120,95,92
10059,lucario-mega,13,575,219,"fighting, steel",adaptability,70,145,88,140,70,112
10060,abomasnow-mega,27,1850,208,"grass, ice",snow-warning,90,132,105,132,105,30
10061,floette-eternal,2,9,243,fairy,"flower-veil, symbiosis",74,65,67,125,128,92
10062,latias-mega,18,520,315,"dragon, psychic",levitate,80,100,120,140,150,110
10063,latios-mega,23,700,315,"dragon, psychic",levitate,80,130,100,160,120,110
10064,swampert-mega,19,1020,286,"water, ground",swift-swim,100,150,110,95,110,70
10065,sceptile-mega,19,552,284,"grass, dragon",lightning-rod,70,110,75,145,85,145
10066,sableye-mega,5,1610,168,"dark, ghost",magic-bounce,50,85,125,85,115,20
10067,altaria-mega,15,206,207,"dragon, fairy",pixilate,75,110,110,110,105,80
10068,gallade-mega,16,564,278,"psychic, fighting",inner-focus,68,165,95,65,115,110
10069,audino-mega,15,320,425,"normal, fairy",healer,103,60,126,80,126,50
10070,sharpedo-mega,25,1303,196,"water, dark",strong-jaw,70,140,70,110,65,105
10071,slowbro-mega,20,1200,207,"water, psychic",shell-armor,95,75,180,130,80,30
10072,steelix-mega,105,7400,214,"steel, ground",sand-force,75,125,230,55,95,30
10073,pidgeot-mega,22,505,261,"normal, flying",no-guard,83,80,80,135,80,121
10074,glalie-mega,21,3502,203,ice,refrigerate,80,120,80,120,80,100
10075,diancie-mega,11,278,315,"rock, fairy",magic-bounce,50,160,110,160,110,110
10076,metagross-mega,25,9429,315,"steel, psychic",tough-claws,80,145,150,105,110,110
10077,kyogre-primal,98,4300,347,water,primordial-sea,100,150,90,180,160,90
10078,groudon-primal,50,9997,347,"ground, fire",desolate-land,100,180,160,150,90,90
10079,rayquaza-mega,108,3920,351,"dragon, flying",delta-stream,105,180,100,180,100,115
10080,pikachu-rock-star,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10081,pikachu-belle,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10082,pikachu-pop-star,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10083,pikachu-phd,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10084,pikachu-libre,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10085,pikachu-cosplay,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10086,hoopa-unbound,65,4900,306,"psychic, dark",magician,80,160,60,170,130,80
10087,camerupt-mega,25,3205,196,"fire, ground",sheer-force,70,120,100,145,105,20
10088,lopunny-mega,13,283,203,"normal, fighting",scrappy,65,136,94,54,96,135
10089,salamence-mega,18,1126,315,"dragon, flying",aerilate,95,145,130,120,90,120
10090,beedrill-mega,14,405,223,"bug, poison",adaptability,65,150,40,15,80,145
10091,rattata-alola,3,38,51,"dark, normal","gluttony, hustle, thick-fat",30,56,35,25,35,72
10092,raticate-alola,7,255,145,"dark, normal","gluttony, hustle, thick-fat",75,71,70,40,80,77
10093,raticate-totem-alola,14,1050,145,"dark, normal","gluttony, hustle, thick-fat",75,71,70,40,80,77
10094,pikachu-original-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10095,pikachu-hoenn-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10096,pikachu-sinnoh-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10097,pikachu-unova-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10098,pikachu-kalos-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10099,pikachu-alola-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10100,raichu-alola,7,210,243,"electric, psychic",surge-surfer,60,85,50,95,85,110
10101,sandshrew-alola,7,400,60,"ice, steel","snow-cloak, slush-rush",50,75,90,10,35,40
10102,sandslash-alola,12,550,158,"ice, steel","snow-cloak, slush-rush",75,100,120,25,65,65
10103,vulpix-alola,6,99,60,ice,"snow-cloak, snow-warning",38,41,40,50,65,65
10104,ninetales-alola,11,199,177,"ice, fairy","snow-cloak, snow-warning",73,67,75,81,100,109
10105,diglett-alola,2,10,53,"ground, steel","sand-veil, tangling-hair, sand-force",10,55,30,35,45,90
10106,dugtrio-alola,7,666,149,"ground, steel","sand-veil, tangling-hair, sand-force",35,100,60,50,70,110
10107,meowth-alola,4,42,58,dark,"pickup, technician, rattled",40,35,35,50,40,90
10108,persian-alola,11,330,154,dark,"fur-coat, technician, rattled",65,60,60,75,65,115
10109,geodude-alola,4,203,60,"rock, electric","magnet-pull, sturdy, galvanize",40,80,100,30,30,20
10110,graveler-alola,10,1100,137,"rock, electric","magnet-pull, sturdy, galvanize",55,95,115,45,45,35
10111,golem-alola,17,3160,223,"rock, electric","magnet-pull, sturdy, galvanize",80,120,130,55,65,45
10112,grimer-alola,7,420,65,"poison, dark","poison-touch, gluttony, power-of-alchemy",80,80,50,40,50,25
10113,muk-alola,10,520,175,"poison, dark","poison-touch, gluttony, power-of-alchemy",105,105,75,65,100,50
10114,exeggutor-alola,109,4156,186,"grass, dragon","frisk, harvest",95,105,85,125,75,45
10115,marowak-alola,10,340,149,"fire, ghost","cursed-body, lightning-rod, rock-head",60,80,110,50,80,45
10116,greninja-battle-bond,15,400,239,"water, dark",battle-bond,72,95,67,103,71,122
10117,greninja-ash,15,400,288,"water, dark",battle-bond,72,145,67,153,71,132
10118,zygarde-10-power-construct,12,335,243,"dragon, ground",power-construct,54,100,71,61,85,115
10119,zygarde-50-power-construct,50,3050,300,"dragon, ground",power-construct,108,100,121,81,95,95
10120,zygarde-complete,45,6100,354,"dragon, ground",power-construct,216,100,121,91,95,85
10121,gumshoos-totem,14,600,146,normal,"stakeout, strong-jaw, adaptability",88,110,60,55,60,45
10122,vikavolt-totem,26,1475,225,"bug, electric",levitate,77,70,90,145,75,43
10123,oricorio-pom-pom,6,34,167,"electric, flying",dancer,75,70,70,98,70,93
10124,oricorio-pau,6,34,167,"psychic, flying",dancer,75,70,70,98,70,93
10125,oricorio-sensu,6,34,167,"ghost, flying",dancer,75,70,70,98,70,93
10126,lycanroc-midnight,11,250,170,rock,"keen-eye, vital-spirit, no-guard",85,115,75,55,75,82
10127,wishiwashi-school,82,786,217,water,schooling,45,140,130,140,135,30
10128,lurantis-totem,15,580,168,grass,"leaf-guard, contrary",70,105,90,80,90,45
10129,salazzle-totem,21,810,168,"poison, fire","corrosion, oblivious",68,64,60,111,60,117
10130,minior-orange-meteor,3,400,154,"rock, flying",shields-down,60,60,100,60,100,60
10131,minior-yellow-meteor,3,400,154,"rock, flying",shields-down,60,60,100,60,100,60
10132,minior-green-meteor,3,400,154,"rock, flying",shields-down,60,60,100,60,100,60
10133,minior-blue-meteor,3,400,154,"rock, flying",shields-down,60,60,100,60,100,60
10134,minior-indigo-meteor,3,400,154,"rock, flying",shields-down,60,60,100,60,100,60
10135,minior-violet-meteor,3,400,154,"rock, flying",shields-down,60,60,100,60,100,60
10136,minior-red,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10137,minior-orange,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10138,minior-yellow,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10139,minior-green,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10140,minior-blue,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10141,minior-indigo,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10142,minior-violet,3,3,175,"rock, flying",shields-down,60,100,60,100,60,120
10143,mimikyu-busted,2,7,167,"ghost, fairy",disguise,55,90,80,50,105,96
10144,mimikyu-totem-disguised,4,28,167,"ghost, fairy",disguise,55,90,80,50,105,96
10145,mimikyu-totem-busted,4,28,167,"ghost, fairy",disguise,55,90,80,50,105,96
10146,kommo-o-totem,24,2075,270,"dragon, fighting","bulletproof, soundproof, overcoat",75,110,125,100,105,85
10147,magearna-original,10,805,300,"steel, fairy",soul-heart,80,95,115,130,115,65
10148,pikachu-partner-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10149,marowak-totem,17,980,149,"fire, ghost","cursed-body, lightning-rod, rock-head",60,80,110,50,80,45
10150,ribombee-totem,4,20,162,"bug, fairy","honey-gather, shield-dust, sweet-veil",60,55,60,95,70,124
10151,rockruff-own-tempo,5,92,56,rock,own-tempo,45,65,40,30,40,60
10152,lycanroc-dusk,8,250,170,rock,tough-claws,75,117,65,55,65,110
10153,araquanid-totem,31,2175,159,"water, bug","water-bubble, water-absorb",68,70,92,50,132,42
10154,togedemaru-totem,6,130,152,"electric, steel","iron-barbs, lightning-rod, sturdy",65,98,63,40,73,96
10155,necrozma-dusk,38,4600,340,"psychic, steel",prism-armor,97,157,127,113,109,77
10156,necrozma-dawn,42,3500,340,"psychic, ghost",prism-armor,97,113,109,157,127,77
10157,necrozma-ultra,75,2300,339,"psychic, dragon",neuroforce,97,167,97,167,97,129
10158,pikachu-starter,4,60,86,electric,"static, lightning-rod",45,80,50,75,60,120
10159,eevee-starter,3,65,87,normal,"run-away, adaptability, anticipation",65,75,70,65,85,75
10160,pikachu-world-cap,4,60,112,electric,"static, lightning-rod",35,55,40,50,50,90
10161,meowth-galar,4,75,58,steel,"pickup, tough-claws, unnerve",50,65,55,40,40,40
10162,ponyta-galar,8,240,82,psychic,"run-away, pastel-veil, anticipation",50,85,55,65,65,90
10163,rapidash-galar,17,800,175,"psychic, fairy","run-away, pastel-veil, anticipation",65,100,70,80,80,105
10164,slowpoke-galar,12,360,63,psychic,"gluttony, own-tempo, regenerator",90,65,65,40,40,15
10165,slowbro-galar,16,705,172,"poison, psychic","quick-draw, own-tempo, regenerator",95,100,95,100,70,30
10166,farfetchd-galar,8,420,132,fighting,"steadfast, scrappy",52,95,55,58,62,55
10167,weezing-galar,30,160,172,"poison, fairy","levitate, neutralizing-gas, misty-surge",65,90,120,85,70,60
10168,mr-mime-galar,14,568,161,"ice, psychic","vital-spirit, screen-cleaner, ice-body",50,65,65,90,90,100
10169,articuno-galar,17,509,290,"psychic, flying",competitive,90,85,85,125,100,95
10170,zapdos-galar,16,582,290,"fighting, flying",defiant,90,125,90,85,90,100
10171,moltres-galar,20,660,290,"dark, flying",berserk,90,85,90,100,125,90
10172,slowking-galar,18,795,172,"poison, psychic","curious-medicine, own-tempo, regenerator",95,65,80,110,110,30
10173,corsola-galar,6,5,144,ghost,"weak-armor, cursed-body",60,55,100,65,100,30
10174,zigzagoon-galar,4,175,56,"dark, normal","pickup, gluttony, quick-feet",38,30,41,30,41,60
10175,linoone-galar,5,325,147,"dark, normal","pickup, gluttony, quick-feet",78,70,61,50,61,100
10176,darumaka-galar,7,400,63,ice,"hustle, inner-focus",70,90,45,15,45,50
10177,darmanitan-galar-standard,17,1200,168,ice,"gorilla-tactics, zen-mode",105,140,55,30,55,95
10178,darmanitan-galar-zen,17,1200,189,"ice, fire","gorilla-tactics, zen-mode",105,160,55,30,55,135
10179,yamask-galar,5,15,61,"ground, ghost",wandering-spirit,38,55,85,30,65,30
10180,stunfisk-galar,7,205,165,"ground, steel",mimicry,109,81,99,66,84,32
10181,zygarde-10,12,335,243,"dragon, ground",aura-break,54,100,71,61,85,115
10182,cramorant-gulping,8,180,166,"flying, water",gulp-missile,70,85,55,85,95,85
10183,cramorant-gorging,8,180,166,"flying, water",gulp-missile,70,85,55,85,95,85
10184,toxtricity-low-key,16,400,176,"electric, poison","punk-rock, minus, technician",75,98,70,114,70,75
10185,eiscue-noice,14,890,165,ice,ice-face,75,80,70,65,50,130
10186,indeedee-female,9,280,166,"psychic, normal","own-tempo, synchronize, psychic-surge",70,55,65,95,105,85
10187,morpeko-hangry,3,30,153,"electric, dark",hunger-switch,58,95,58,70,58,97
10188,zacian-crowned,28,3550,360,"fairy, steel",intrepid-sword,92,150,115,80,115,148
10189,zamazenta-crowned,29,7850,360,"fighting, steel",dauntless-shield,92,120,140,80,140,128
10190,eternatus-eternamax,1000,0,563,"poison, dragon",pressure,255,115,250,125,250,130
10191,urshifu-rapid-strike,19,1050,275,"fighting, water",unseen-fist,100,130,100,63,60,97
10192,zarude-dada,18,700,300,"dark, grass",leaf-guard,105,120,105,70,95,105
10193,calyrex-ice,24,8091,340,"psychic, ice",as-one-glastrier,100,165,150,85,130,50
10194,calyrex-shadow,24,536,340,"psychic, ghost",as-one-spectrier,100,85,80,165,100,150
10195,venusaur-gmax,240,10000,236,"grass, poison","overgrow, chlorophyll",80,82,83,100,100,80
10196,charizard-gmax,280,10000,240,"fire, flying","blaze, solar-power",78,84,78,109,85,100
10197,blastoise-gmax,250,10000,239,water,"torrent, rain-dish",79,83,100,85,105,78
10198,butterfree-gmax,170,10000,178,"bug, flying","compound-eyes, tinted-lens",60,45,50,90,80,70
10199,pikachu-gmax,210,10000,112,electric,"static, lightning-rod",35,55,40,50,50,90
10200,meowth-gmax,330,10000,58,normal,"pickup, technician, unnerve",40,45,35,40,40,90
10201,machamp-gmax,250,10000,227,fighting,"guts, no-guard, steadfast",90,130,80,65,85,55
10202,gengar-gmax,200,10000,225,"ghost, poison",cursed-body,60,65,60,130,75,110
10203,kingler-gmax,190,10000,166,water,"hyper-cutter, shell-armor, sheer-force",55,130,115,50,50,75
10204,lapras-gmax,240,10000,187,"water, ice","water-absorb, shell-armor, hydration",130,85,80,85,95,60
10205,eevee-gmax,180,10000,65,normal,"run-away, adaptability, anticipation",55,55,50,45,65,55
10206,snorlax-gmax,350,10000,189,normal,"immunity, thick-fat, gluttony",160,110,65,65,110,30
10207,garbodor-gmax,210,10000,166,poison,"stench, weak-armor, aftermath",80,95,82,60,82,75
10208,melmetal-gmax,250,10000,270,steel,iron-fist,135,143,143,80,65,34
10209,rillaboom-gmax,280,10000,265,grass,"overgrow, grassy-surge",100,125,90,60,70,85
10210,cinderace-gmax,270,10000,265,fire,"blaze, libero",80,116,75,65,75,119
10211,inteleon-gmax,400,10000,265,water,"torrent, sniper",70,85,65,125,65,120
10212,corviknight-gmax,140,10000,248,"flying, steel","pressure, unnerve, mirror-armor",98,87,105,53,85,67
10213,orbeetle-gmax,140,10000,253,"bug, psychic","swarm, frisk, telepathy",60,45,110,80,120,90
10214,drednaw-gmax,240,10000,170,"water, rock","strong-jaw, shell-armor, swift-swim",90,115,90,48,68,74
10215,coalossal-gmax,420,10000,255,"rock, fire","steam-engine, flame-body, flash-fire",110,80,120,80,90,30
10216,flapple-gmax,240,10000,170,"grass, dragon","ripen, gluttony, hustle",70,110,80,95,60,70
10217,appletun-gmax,240,10000,170,"grass, dragon","ripen, gluttony, thick-fat",110,85,80,100,80,30
10218,sandaconda-gmax,220,10000,179,ground,"sand-spit, shed-skin, sand-veil",72,107,125,65,70,71
10219,toxtricity-amped-gmax,240,10000,176,"electric, poison","punk-rock, plus, technician",75,98,70,114,70,75
10220,centiskorch-gmax,750,10000,184,"fire, bug","flash-fire, white-smoke, flame-body",100,115,65,90,90,65
10221,hatterene-gmax,260,10000,255,"psychic, fairy","healer, anticipation, magic-bounce",57,90,95,136,103,29
10222,grimmsnarl-gmax,320,10000,255,"dark, fairy","prankster, frisk, pickpocket",95,120,65,95,75,60
10223,alcremie-gmax,300,10000,173,fairy,"sweet-veil, aroma-veil",65,60,75,110,121,64
10224,copperajah-gmax,230,10000,175,steel,"sheer-force, heavy-metal",122,130,69,80,69,30
10225,duraludon-gmax,430,10000,187,"steel, dragon","light-metal, heavy-metal, stalwart",70,95,115,120,50,85
10226,urshifu-single-strike-gmax,290,10000,275,"fighting, dark",unseen-fist,100,130,100,63,60,97
10227,urshifu-rapid-strike-gmax,260,10000,275,"fighting, water",unseen-fist,100,130,100,63,60,97
10228,toxtricity-low-key-gmax,240,10000,176,"electric, poison","punk-rock, minus, technician",75,98,70,114,70,75
10229,growlithe-hisui,8,227,70,"fire, rock","intimidate, flash-fire, rock-head",60,75,45,65,50,55
10230,arcanine-hisui,20,1680,194,"fire, rock","intimidate, flash-fire, rock-head",95,115,80,95,80,90
10231,voltorb-hisui,5,130,66,"electric, grass","soundproof, static, aftermath",40,30,50,55,55,100
10232,electrode-hisui,12,710,172,"electric, grass","soundproof, static, aftermath",60,50,70,80,80,150
10233,typhlosion-hisui,16,698,240,"fire, ghost","blaze, frisk",73,84,78,119,85,95
10234,qwilfish-hisui,5,39,88,"dark, poison","poison-point, swift-swim, intimidate",65,95,85,55,55,85
10235,sneasel-hisui,9,270,86,"fighting, poison","inner-focus, keen-eye, pickpocket",55,95,55,35,75,115
10236,samurott-hisui,15,582,238,"water, dark","torrent, sharpness",90,108,80,100,65,85
10237,lilligant-hisui,12,192,168,"grass, fighting","chlorophyll, hustle, leaf-guard",70,105,75,50,75,105
10238,zorua-hisui,7,125,66,"normal, ghost",illusion,35,60,40,85,40,70
10239,zoroark-hisui,16,730,179,"normal, ghost",illusion,55,100,60,125,60,110
10240,braviary-hisui,17,434,179,"psychic, flying","keen-eye, sheer-force, tinted-lens",110,83,70,112,70,65
10241,sliggoo-hisui,7,685,158,"steel, dragon","sap-sipper, shell-armor, gooey",58,75,83,83,113,40
10242,goodra-hisui,17,3341,270,"steel, dragon","sap-sipper, shell-armor, gooey",80,100,100,110,150,60
10243,avalugg-hisui,14,2624,180,"ice, rock","strong-jaw, ice-body, sturdy",95,127,184,34,36,38
10244,decidueye-hisui,16,370,239,"grass, fighting","overgrow, scrappy",88,112,80,95,95,60
10245,dialga-origin,70,8487,306,"steel, dragon","pressure, telepathy",100,100,120,150,120,90
10246,palkia-origin,63,6590,306,"water, dragon","pressure, telepathy",90,100,100,150,120,120
10247,basculin-white-striped,10,180,161,water,"rattled, adaptability, mold-breaker",70,92,65,80,55,98
